,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000044167,18.93,23.44,21.87,15.03,20.32,17.05,9.21,19.47
ENSMUSG00000092405,0,0,0.82,0.96,1.96,0.4,0.33,1.17
ENSMUSG00000102844,8.95,15.98,15.49,9.77,19,8.81,9.01,12.53
ENSMUSG00000103454,14.53,11.93,2.33,0,4.18,3.44,0,4.44
ENSMUSG00000103965,3.1,5.1,0.5,1.17,2.98,1.22,0,0.47
ENSMUSG00000070490,0.5,0,0,0,0,0,0,0.27
ENSMUSG00000065926,9.35,0,0,3.1,0,0,4.3,7.49
ENSMUSG00000102785,0.73,0,0,1.29,0.65,0.67,0,0
ENSMUSG00000104109,2.5,0.32,0,1.99,0.45,0.28,0.38,0.98
ENSMUSG00000104401,0.43,1.36,0,1.13,0.1,0.24,0.07,0.3
ENSMUSG00000103886,0,0,0,0,0,0,0,2.51
ENSMUSG00000027742,13.22,15.95,19.74,11.7,11.79,13.65,11.84,13.1
ENSMUSG00000104850,0.47,0.6,0.18,0.1,0.64,0.7,0,0.42
ENSMUSG00000048332,84.21,76.72,102.76,70.44,84.46,70.73,73.91,88.91
ENSMUSG00000104828,1.79,1.09,1.65,0.86,1.31,0.54,1.12,0.43
ENSMUSG00000104687,18.94,14.91,23.19,13.29,28.98,17.19,13.8,23.75
ENSMUSG00000104735,19.04,17.67,25.25,14.2,27.2,13.16,16.47,24.07
ENSMUSG00000104615,63.62,12.61,42.54,28.34,38.32,22.41,24.72,50.41
ENSMUSG00000104968,0,0,0,0.43,3.07,0.72,0,0
ENSMUSG00000105971,23.07,13.37,32.07,26.94,28.95,13.74,18.71,31.47
ENSMUSG00000106660,0,0,0,0,0,0,0,0
ENSMUSG00000105397,2.14,0,0,0,0,3.55,0,1.14
ENSMUSG00000042997,7.13,6.67,6.28,4.54,5.27,5.34,3.94,5.47
ENSMUSG00000085174,0.51,0.73,0,1.69,1.88,0,0,0.14
ENSMUSG00000049504,11.54,12.46,18.76,11.11,14.29,12.83,10.05,13.25
ENSMUSG00000027744,1.4,1.34,0.39,1.7,0.47,0.64,0.43,0.99
ENSMUSG00000105481,0.85,0.41,0,3.1,0.86,0.23,0,0.68
ENSMUSG00000087936,0,0,0,0,0,0,1.84,0
ENSMUSG00000037016,1.62,1.16,0.19,1.07,0.99,0.58,0.19,0.54
ENSMUSG00000105840,0,0,0,0,0,0,0,0
ENSMUSG00000105879,0,1.05,0,0.72,2.94,1.21,0.5,0
ENSMUSG00000105168,7.58,7.92,0,0.46,4.17,3.42,0,0.74
ENSMUSG00000105444,0.62,0.3,0,1.03,0.21,0,0,0.17
ENSMUSG00000106270,0.87,1.66,0,1.43,0,0.6,0.4,0
ENSMUSG00000088653,0,4.65,0,12.87,0,0,0,0
ENSMUSG00000078742,0,0,0,0,0,0,0,0
ENSMUSG00000027746,6.3,5.15,6.61,6.56,4.85,6.21,5.75,5.56
ENSMUSG00000106577,3.05,4.08,0,1.61,0.41,1.35,0,0.65
ENSMUSG00000103155,0,1.28,0,0,0,0,0,0
ENSMUSG00000105067,0,0,0,0,0,0,0,0
ENSMUSG00000027748,0.44,0.84,0,0.29,0.67,0.03,0.03,0.03
ENSMUSG00000027750,10.46,3.85,8.24,3.73,3.71,9.52,5.23,3.16
ENSMUSG00000069014,0,0.32,0.76,0,0,1.86,0.15,0
ENSMUSG00000097599,1.16,0.95,0,0,0,0.64,0,0
ENSMUSG00000104831,1.48,0,0,1.77,1,0.49,0,0.32
ENSMUSG00000027751,22.91,27.22,34.01,21.04,25.53,24.64,19.2,22.82
ENSMUSG00000094487,0,3.7,0.43,2.05,0,0,0,1.65
ENSMUSG00000027752,6.12,7.08,7.79,3.75,4.96,4.91,2.87,4.44
ENSMUSG00000036632,10.2,12.47,11.99,5.51,7.84,7.34,6.97,7.17
ENSMUSG00000027796,4.47,3.66,4.71,3.39,4.69,5.09,3.56,5.03
ENSMUSG00000036615,8.25,6.41,6.65,6.95,8.84,6.65,2.57,7.99
ENSMUSG00000069011,5.19,2.21,2.27,2.67,2.33,1.59,0.53,0.62
ENSMUSG00000056306,0.62,0.89,0,0.1,0.42,0.6,0.29,0.25
ENSMUSG00000027793,1.09,1.83,0,1.08,0.18,1.81,0.63,0.29
ENSMUSG00000106589,0.51,0,0,0,0,1.99,0,0
ENSMUSG00000105977,1.61,0,0,3.21,0,0,0,0
ENSMUSG00000036580,16.21,19.27,20.86,18.84,16.84,18.8,18.54,18.68
ENSMUSG00000048655,3.3,2.3,0.93,0.99,1.91,1.49,1.04,1.84
ENSMUSG00000080590,0,0,0,0,0,0,0,0
ENSMUSG00000027794,2.12,1.42,0,0.14,0.14,0.7,0.29,0.57
ENSMUSG00000027797,15.83,13,16.03,16.27,14.06,14.77,17.3,11.74
ENSMUSG00000064586,28.05,0,28.9,6.19,15.7,2.58,15.05,22.48
ENSMUSG00000105302,8.45,6.07,7.91,7.61,6.15,6.35,4.42,7.15
ENSMUSG00000105975,0.38,2.19,0.21,0.84,0,0.84,0.47,0.41
ENSMUSG00000094962,19.62,0,0,0,0,32.5,0,0
ENSMUSG00000106354,2.06,1.41,1.49,4,1.49,1.71,1.42,1.81
ENSMUSG00000106651,2.23,1.66,1.67,2.46,2.66,2.87,2.62,1.85
ENSMUSG00000064904,9.35,0,5.26,0,9.42,0,4.3,5
ENSMUSG00000105627,0.43,0.81,0,0.14,0,0.12,0.49,0.23
ENSMUSG00000106334,0.75,0,0,0.12,0,0.21,0,0
ENSMUSG00000027799,6.32,5.32,6.97,5.63,6.54,5.86,5.19,5.69
ENSMUSG00000056947,1.2,1.73,0.34,1.2,2.02,1.77,1.57,0.97
ENSMUSG00000106572,0,0.37,0,0,0.78,0,0,0
ENSMUSG00000104677,0,0,0,0.29,0.1,0.32,0.4,0.31
ENSMUSG00000077276,0,0,0,0,0,0,0,0
ENSMUSG00000104938,1.11,0.43,0.25,0.15,0.45,0.74,0,0.24
ENSMUSG00000106211,0.67,0.96,2.43,1.54,3.69,1.1,1.53,1.16
ENSMUSG00000106528,3.88,1.24,3.78,1.89,5.57,1.72,1.55,3.04
ENSMUSG00000105293,2.9,2.38,3.97,1.83,3.44,2.37,1.15,1.48
ENSMUSG00000077710,0,0,0,0,0,0,0,0
ENSMUSG00000105113,2.12,1.02,0,1.41,0,0,1.95,1.14
ENSMUSG00000077190,0,3.69,0,0,0,4.25,0,0
ENSMUSG00000097366,1.5,1.08,0,0,0.25,0,0.86,0.4
ENSMUSG00000106286,0,5.68,0,0,2.66,1.09,0,0
ENSMUSG00000104534,4.77,0,0,1.58,1.6,2.2,0,0
ENSMUSG00000027800,15.14,11.16,16.82,18.86,13.16,17.05,14.31,13.61
ENSMUSG00000105452,1.91,0,0,1.58,1.28,0.53,1.1,0.26
ENSMUSG00000027801,1.67,0,0,0.22,0,0.18,0.46,0
ENSMUSG00000027803,42.7,41.91,48.01,37.23,48.94,40.11,31.2,36.69
ENSMUSG00000083538,0.91,0.87,0,0,0.61,1,0.42,0
ENSMUSG00000097339,2.49,1.79,0,0,0.63,0.17,0,0
ENSMUSG00000098401,0,0,0,0,0,0,0,0
ENSMUSG00000104965,1.26,1.45,0.14,0.25,0.25,0.77,0,0.61
ENSMUSG00000036513,5.13,6.51,5.09,2.1,4.36,3.59,3.54,1.86
ENSMUSG00000105389,1.7,0,0,0.28,0,0,0,0
ENSMUSG00000074591,1.54,1.02,0,0.47,0.71,0.13,0,0.44
ENSMUSG00000106635,1.93,0,0,0.26,1.55,0.21,0.18,0.41
ENSMUSG00000104623,2.1,2.01,0,1.39,0.7,0.58,0,0
ENSMUSG00000036503,9.98,13.39,16.84,11.18,10.06,11.11,11.3,10.67
ENSMUSG00000106421,0.63,3.63,0.71,0,0,2.79,0,0
ENSMUSG00000106006,0,0.97,0,0,0,1.11,0,1.08
ENSMUSG00000027805,4.52,2.98,3.97,2.99,4.27,5.07,2.66,2.72
ENSMUSG00000088570,5,0,0,3.31,0,0,0,0
ENSMUSG00000104730,6.41,2.05,0,0,0,2.36,0.98,0
ENSMUSG00000105003,1.64,1.22,0,0.72,0.86,0.1,0.08,0
ENSMUSG00000106246,1.27,0.41,0,0,0,1.17,0,0
ENSMUSG00000105065,2.83,1.13,0,1.56,1.27,0.39,0,1.51
ENSMUSG00000069008,0,0,0,0,0,0,0,0
ENSMUSG00000104586,0.93,1,0.2,0.23,0.31,0.83,0,0.99
ENSMUSG00000100666,2.74,2.92,0,0.4,0.41,0.5,0,0.16
ENSMUSG00000065722,0,0,0,0,0,0,0,5
ENSMUSG00000106176,2.69,1.29,0,1.78,0,1.49,0,0
ENSMUSG00000105154,0,1.15,0,0,0,0,0,0
ENSMUSG00000027806,48.18,28.08,46.68,48.59,63,50.58,41.56,43.01
ENSMUSG00000027808,27.12,26.81,35.97,31.18,30.31,30.49,32.98,32.7
ENSMUSG00000027810,8.09,6.81,9.7,7.31,7.85,5.91,6.66,5.72
ENSMUSG00000106553,3.78,1.21,1.89,1.67,1.13,0.7,0,1.57
ENSMUSG00000075700,59.39,52.43,75.28,67.49,58.58,64.07,62.14,59.36
ENSMUSG00000070471,3.19,0.87,0.64,0.45,1.99,1.26,0.94,0.24
ENSMUSG00000105021,7.68,5.63,0.76,2.39,3.04,3.49,2.7,0.24
ENSMUSG00000105336,3.44,0.55,1.93,2.66,0.77,0.63,1.05,1.84
ENSMUSG00000036432,17.51,10.38,27.28,15.36,21.4,20.26,14.42,19.79
ENSMUSG00000097725,1.72,0.24,0,0.65,0.99,0.27,0.23,0.26
ENSMUSG00000105226,0,1.3,0.51,0.3,1.82,2.74,0.21,0
ENSMUSG00000101860,1.2,0.66,0,0.23,0.92,0.19,0,0.37
ENSMUSG00000043850,1.04,1.12,0,0.34,0.44,0.93,0,0.69
ENSMUSG00000087815,29.42,9.39,0,6.5,3.29,8.12,0,0
ENSMUSG00000088152,0,0,0,1.93,0,0,0,0
ENSMUSG00000059776,1.57,0.75,1.33,1.56,0.53,1.3,0.36,0.42
ENSMUSG00000099052,0,0,0,0,13.26,0,0,0
ENSMUSG00000105945,0.41,1.95,0.3,0.36,0.91,0.75,0.31,0.51
ENSMUSG00000056476,13.36,8.93,14.52,8.57,15.48,12.86,8.38,10.35
ENSMUSG00000050075,9.67,6.24,18.45,11.61,28.84,28.8,8.07,7.69
ENSMUSG00000036381,8.68,10.87,11.08,4.07,6.32,6.67,3.14,8.46
ENSMUSG00000051431,1.28,2.14,0,2.75,3.01,1.94,0.15,0
ENSMUSG00000036362,1.98,0.38,0.11,0,0,0,0,0
ENSMUSG00000036353,0.2,0.19,0.33,0.39,0.4,0.33,0.27,0.84
ENSMUSG00000104550,2.96,2.52,0.74,2.39,4.63,1.81,0.76,4.56
ENSMUSG00000036334,42.04,35.26,55.76,27.58,35.39,45.07,25.68,45.53
ENSMUSG00000103668,1.11,10.67,11.9,2.95,10.48,5.54,11.27,5.95
ENSMUSG00000102247,0,0,0,0,0,0,0,0
ENSMUSG00000102550,0,0.53,0,0,0,0.3,0.13,0.3
ENSMUSG00000103211,4.17,4.36,0,0.5,0.51,0.63,0,0.41
ENSMUSG00000104038,0,0,0,0,0,0,0,0
ENSMUSG00000103598,0.46,0,0,0,0.92,0.25,0,0
ENSMUSG00000095128,0,0.41,0,0,0,0,0,0
ENSMUSG00000102480,1.65,0,0,0,0.14,0,0,0.22
ENSMUSG00000090527,0,1.16,0,1.34,0.27,0.22,0,0.87
ENSMUSG00000104471,0,0,0,0,2.95,0,0,0
ENSMUSG00000102390,0,3.37,1.98,0,4.73,1.95,0,1.88
ENSMUSG00000103986,0,2.48,0,0.34,0,0,0.24,0.28
ENSMUSG00000074589,0.34,0.32,0,0.22,0.11,0.28,0,0.54
ENSMUSG00000102757,0,0,0,0,0,0.69,0,0
ENSMUSG00000095522,0.41,0.79,0,0,0,0,0,0
ENSMUSG00000036951,0.18,0.52,0,0.24,0.24,0.1,0.25,0
ENSMUSG00000070465,0.49,0.16,0,0.22,0,0.09,0.08,0
ENSMUSG00000091376,0.94,0.3,0,0.63,0,0,0.43,0
ENSMUSG00000103177,0,0,0,0,0,0,0.45,0
ENSMUSG00000027761,1,0.96,0,0.88,0.22,0.55,0,0.36
ENSMUSG00000027762,4.57,3.8,0.86,4.44,3.28,4.88,1.96,0.65
ENSMUSG00000084647,18.7,0,0,0,0,0,0,0
ENSMUSG00000107270,2.72,3.25,0,0,0,1.5,0,0.73
ENSMUSG00000027763,32.39,30.08,41.62,32.71,42.03,38.34,33.48,32.32
ENSMUSG00000104235,8.89,10.2,17.53,16.51,17.25,14.52,15.55,9.7
ENSMUSG00000104125,6.23,3.55,5.58,3.24,8.27,6.14,5.73,4.04
ENSMUSG00000104337,0,0,0,0,0,0,0,0
ENSMUSG00000102298,0,3.37,0.49,0,0,0.97,0,0
ENSMUSG00000103587,0,1.4,0,0,0,0,0,0.39
ENSMUSG00000102490,0,0,0,0,2.66,0,0,0
ENSMUSG00000027694,1.08,0,1.82,1.43,2.17,2.98,1.98,0
ENSMUSG00000102564,0.47,2.45,0,0.93,0.47,0.13,0.75,0.12
ENSMUSG00000027765,7.58,9.27,11.86,8.65,11.59,12.75,6.59,7.6
ENSMUSG00000102242,11.99,8.2,0,2.27,3.45,4.73,0,3.66
ENSMUSG00000102667,8.08,0,0,2.01,0,0.56,0,0.54
ENSMUSG00000103473,0.3,0.86,0.08,0.49,0.3,0.33,0,0.16
ENSMUSG00000036894,4.27,5.43,4.93,5.27,5.69,4.55,2.51,3.31
ENSMUSG00000053706,0.27,0.13,0,0,0.45,0.22,0.06,0.29
ENSMUSG00000098208,0,0,0,0,0,0,0,0
ENSMUSG00000104489,0.62,0.3,0,0.82,0.42,0,0.57,0.5
ENSMUSG00000103322,4.18,2.67,0,0,0,0,0,1.49
ENSMUSG00000103502,0.5,1.11,0,0.11,0.45,0.64,0.08,0.44
ENSMUSG00000036885,2.23,2.27,2.25,2.42,2.09,1.61,1.32,2.19
ENSMUSG00000027770,16.5,17.4,19.68,11.8,16.02,16.28,11.89,12.09
ENSMUSG00000043441,0.7,0.45,0,1.16,0.16,0.19,0,0.25
ENSMUSG00000103764,3.44,1.65,0,0,0,0,0,0.46
ENSMUSG00000063001,0,0,0,0,0,0,0,0
ENSMUSG00000089175,0,0,0,0,0,0,0,0
ENSMUSG00000102270,1.98,0,0.37,1.31,0,0,0,1.06
ENSMUSG00000027820,174.13,105.52,224.44,134.97,158.11,139.26,141.66,183.67
ENSMUSG00000104336,0.52,0.25,0.29,1.03,0.35,0,1.07,0.55
ENSMUSG00000103476,6.18,3.94,0,0,0,5.68,0,0
ENSMUSG00000102883,0,0,0,1.96,0,0,0,0.79
ENSMUSG00000088957,0,0,0,3.13,9.51,0,0,0
ENSMUSG00000036834,0.98,0.72,0.16,0.73,0.12,0.35,0.11,0.31
ENSMUSG00000088360,0,4.89,0,0,0,0,0,0
ENSMUSG00000090131,0,0,0,0,0,0,0,0.9
ENSMUSG00000085290,0,4.93,0,0,0.69,0,0,0
ENSMUSG00000103905,1.72,1.65,0,5.71,6.95,0,0,0
ENSMUSG00000048581,6.26,6.59,11.37,9.95,7.15,7.26,7.39,5.35
ENSMUSG00000027822,11.7,13.23,14.98,11.86,15.63,13.78,12.45,12.73
ENSMUSG00000097724,0.62,0.3,0.18,0.41,0,0.09,0.5,0.5
ENSMUSG00000027823,13.39,13.83,16.2,11.94,15.05,14.65,13.23,14.81
ENSMUSG00000090303,1.82,0.87,0,0.9,0,0.25,0,0
ENSMUSG00000027824,1.46,2.62,1.03,0.85,0.86,0.81,0.59,0.68
ENSMUSG00000089039,0,0,0,0,3.26,0,0,0
ENSMUSG00000043897,0.18,0.7,0,0.85,0.12,0.51,0,0.2
ENSMUSG00000093447,0,1.92,0,2.66,4.05,0,0,0
ENSMUSG00000093416,2.58,0,0,0,0,0,0.66,0.61
ENSMUSG00000091572,0.55,0.35,0,0.24,0,0.7,0,0.1
ENSMUSG00000088735,3.17,0,0,4.19,2.13,0,0,0
ENSMUSG00000093503,0,0,0,0.33,0,0,0,0
ENSMUSG00000091967,0.18,0.35,0,0,0,0.1,0,0.1
ENSMUSG00000092049,0,1.05,0,0.36,0.12,0.6,0,0.58
ENSMUSG00000093395,1.36,2.18,0,0.3,0,0.5,0,0
ENSMUSG00000093546,0.91,0,0,0.3,0,0,0,0
ENSMUSG00000093671,4.83,6.47,0,0,0,2.67,0,0
ENSMUSG00000094482,0.56,0,0,0,0,0,0,0
ENSMUSG00000068999,0.73,0.53,0,0.36,0.49,0,0,0
ENSMUSG00000090581,0.36,0.52,0,0.48,0,0.3,0,0.49
ENSMUSG00000093699,0,0,0,1.51,0,0.25,0,0.73
ENSMUSG00000093484,1.94,6.51,0,3.22,0,0,0,0
ENSMUSG00000095107,0,0,0,0,0,0,0,0
ENSMUSG00000093434,0,0,0,0,0,0,0,0
ENSMUSG00000097538,0,0,0,0,0,0,0,0
ENSMUSG00000062200,1.65,1.32,0,0.46,0.37,0.23,0,0.29
ENSMUSG00000093474,0.8,0.77,0,0,0,0.89,0,0
ENSMUSG00000093414,0,4.11,0,0,0,4.74,0,0
ENSMUSG00000088824,0,0,0,0,0,0,0,0
ENSMUSG00000093767,2.48,0,0,0,0,0.91,0,0
ENSMUSG00000102437,4.37,1.54,10.99,2.44,2.01,2.29,0.63,8.11
ENSMUSG00000027827,5.7,4.13,8.11,3.28,2.19,1.61,2.12,8.09
ENSMUSG00000104093,1.54,1.63,0.09,0.54,0.49,0.09,0.04,0.35
ENSMUSG00000090120,2.39,0.76,0.45,0,1.07,3.08,3.67,2.98
ENSMUSG00000027828,134.88,108.98,182.7,197.81,137.4,153.27,188.05,142.04
ENSMUSG00000048916,1.35,1.56,0.46,3.23,1.45,2.39,1.87,2.03
ENSMUSG00000103513,1.05,0,0,0.35,0,0.29,0,0.56
ENSMUSG00000103880,0,2.65,0,0,0,0,0.64,0.74
ENSMUSG00000074580,1.01,1.4,1.33,1.79,2.04,1.56,0.93,1.14
ENSMUSG00000087825,43.03,51.52,0,0,0,0,0,0
ENSMUSG00000034640,64.96,57.61,114.32,101.56,79.88,83.92,87.32,74.83
ENSMUSG00000082280,1.25,1.5,0,0.83,0.42,0,0,0.17
ENSMUSG00000103294,1.86,1.78,0,1.64,2.08,0.68,0,0.33
ENSMUSG00000098944,0,0,0,0,4.83,0,0,0
ENSMUSG00000074579,3.09,2.9,3.12,1.54,2.31,2.17,1.65,1.39
ENSMUSG00000104037,0.6,1.15,3.6,0.4,2.42,1.11,0.28,0.43
ENSMUSG00000065330,4.67,0,0,0,3.14,7.74,4.3,0
ENSMUSG00000103620,2.85,0,0,0,1.28,1.58,0,0
ENSMUSG00000103440,1.92,1.23,0,1.49,1.08,0,0,1.2
ENSMUSG00000102566,16.52,12.43,33.15,17.19,8.72,16.29,17.91,34.04
ENSMUSG00000027829,169.65,139.81,217.63,180.65,188.04,197.69,155.45,185.42
ENSMUSG00000103041,4.91,4.59,9.13,5.11,5.73,5.16,6.4,5.62
ENSMUSG00000102914,4,0,0,0,0,0,0,0
ENSMUSG00000102652,2.24,1.19,0.84,0.16,1,1.1,0,0
ENSMUSG00000103641,0.76,0.73,0,0.5,0,0.42,0.35,0
ENSMUSG00000103369,1.31,0,0,4.33,0,0,0.3,0.7
ENSMUSG00000027831,0.78,1.83,0.24,0.75,1.61,0.94,0.55,0.72
ENSMUSG00000104189,1.35,0.43,0,0,0.3,0.25,0,0.96
ENSMUSG00000064522,0,0,0,4.33,0,0,0,0
ENSMUSG00000104307,0,1.85,0,0,1.3,0,0,0
ENSMUSG00000097968,1.32,2.53,0,0,0.89,0,0,0
ENSMUSG00000103208,3.27,0,0,2.17,0,0,0,3.49
ENSMUSG00000027832,196.95,205.25,174.54,456.07,342.66,464.69,478.41,194.95
ENSMUSG00000103600,3.35,1.92,0,0.44,0,1.85,0,0.72
ENSMUSG00000103700,5.71,1.21,0,2.1,0,1.75,0,1.02
ENSMUSG00000103318,0,0,0,0,0,0,0,0
ENSMUSG00000105794,1.55,4.46,0,0,0,0.86,0,2.49
ENSMUSG00000027833,67.68,82.91,86.19,75.55,74.08,78.09,70.95,77.18
ENSMUSG00000034544,20.72,18.37,27.6,18.36,26.29,19.89,18.54,20.78
ENSMUSG00000065245,4.67,17.91,21.02,15.48,40.82,18.07,8.6,12.49
ENSMUSG00000090408,8.78,4.2,0,1.45,20.63,10.9,5.05,3.52
ENSMUSG00000048416,13.39,7.53,6.38,5.4,5.86,5.46,6.56,8.71
ENSMUSG00000027774,8.72,13.23,13.17,9.15,8.82,10.94,10.31,10.83
ENSMUSG00000047557,9.62,4.45,6.15,7.91,5.79,7.33,6.1,8.51
ENSMUSG00000103703,1.9,0.26,2.29,0.72,0.37,0.9,0.87,1.02
ENSMUSG00000049404,2.64,2.89,4.03,2.75,3.3,1.67,1.22,1.21
ENSMUSG00000103718,5.94,4.55,0,13.38,0.8,0.66,2.73,0
ENSMUSG00000104382,3.77,2.89,0,4,0,0.42,0,1.21
ENSMUSG00000077459,0,0,0,0,0,0,0,0
ENSMUSG00000027775,20.39,19.21,29.58,19.49,22.09,20.34,17.32,15.64
ENSMUSG00000103206,0,0,0,0,0,0.48,0,0
ENSMUSG00000103606,0,0,0,2.1,0,0,0,0
ENSMUSG00000102746,0,0,0,1.68,0,0,0,0
ENSMUSG00000104477,2.02,1.93,0,1.33,2.17,0.67,0.37,0.86
ENSMUSG00000051777,0,0,0,0,0,0.7,0,0
ENSMUSG00000102422,0,0,0,0,0,0,0,0
ENSMUSG00000027777,0.59,0.56,0.06,0,0.26,0.43,0.14,0.05
ENSMUSG00000102846,0,0,0,0,0,0,0,0
ENSMUSG00000098151,0,0,0,0,0,0,0,0
ENSMUSG00000103345,0.94,0.9,0,0.91,0.1,0.36,0.03,0.31
ENSMUSG00000084617,0,0,0,0,0,0,0,0
ENSMUSG00000027776,8.82,7.32,6.12,6.04,5.14,3.73,5,8.33
ENSMUSG00000058360,0.9,0.86,0.68,0,0.61,0.17,0,0.32
ENSMUSG00000102677,2.29,2.93,0,1.01,0.51,0,0,0
ENSMUSG00000102936,0,0,0,1.03,0,0,0,0.83
ENSMUSG00000102853,0,0,0,0,0,0,0,0
ENSMUSG00000103218,0,0,0,0,0,0,0,0
ENSMUSG00000091272,0.43,0.61,0,1.83,0.14,0.35,0,0.34
ENSMUSG00000046999,0,0,0,0.39,0.26,0.11,0.09,0
ENSMUSG00000027778,4.67,5.32,5.18,3.39,4.81,3.69,3,4.07
ENSMUSG00000093384,3.59,22.32,9.07,1.19,1.2,6.93,3.3,3.83
ENSMUSG00000103007,0,1.35,0,0,0,0,0,0
ENSMUSG00000093730,0,0,0,0,0,0,0,0
ENSMUSG00000093402,4.07,1.95,12,4.04,3.41,5.05,4.68,8.69
ENSMUSG00000093505,3,0,4.22,0,5.05,3.32,0,4.01
ENSMUSG00000111756,2.43,0,0.34,0.4,0,0.67,0.28,0.65
ENSMUSG00000034349,21.89,24.64,24.82,17.3,19.28,20.25,15.72,24.42
ENSMUSG00000065580,0,0,0,0,0,0,0,0
ENSMUSG00000065606,21.06,0,0,0,21.22,11.63,9.69,0
ENSMUSG00000034317,2.54,2.29,3.61,2.08,2.51,1.9,1.44,2.79
ENSMUSG00000027782,22.6,19.24,29.59,24.09,27.51,26.39,19.02,23.83
ENSMUSG00000089417,314.99,276.57,301.64,174.83,221.4,266.56,197.2,254.83
ENSMUSG00000103094,22.47,19.27,33.74,21.99,35.48,24.35,23.75,25.18
ENSMUSG00000094763,2.04,0.65,0,0,0,0.38,1.25,0.36
ENSMUSG00000098207,0,0,0,0,0,0,0,0
ENSMUSG00000027784,2.86,2.42,1.74,2.15,3.17,2.42,1.8,1.71
ENSMUSG00000091315,5.55,2.66,1.56,0.61,0,2.04,0,0.99
ENSMUSG00000090941,3.86,5.55,0,2.56,2.59,0,0,0
ENSMUSG00000090743,1.47,3.52,0,0.49,0,0,0,0
ENSMUSG00000098006,1.97,0,1.66,1.63,1.33,0,0,0
ENSMUSG00000043300,15.29,24.1,25.79,24.99,18.72,25.61,21.78,21.88
ENSMUSG00000102342,0,0,0,0.83,0,0.7,0,2.69
ENSMUSG00000087848,0,0,0,0,0,0,0,0
ENSMUSG00000068969,2.97,1.89,0,8.51,0,1.09,0,1.58
ENSMUSG00000027787,5.62,4.77,6.23,5.61,6.62,4.87,4.24,5.05
ENSMUSG00000043461,0.55,0.79,0,0.36,0,1.51,0.25,0
ENSMUSG00000103549,0.57,0.55,0,1.14,0,0,0,0.92
ENSMUSG00000077366,0,3.66,0,0,0,0,0,0
ENSMUSG00000102525,2.65,2.53,0,0,0,4.38,0,2.83
ENSMUSG00000027788,1.62,0.22,0,0.61,0.78,0.77,0,0
ENSMUSG00000103020,0,0,0,2.73,0,1.14,0,1.47
ENSMUSG00000103113,3.57,0,0,0,0,0,0,0
ENSMUSG00000089507,7.82,0,0,0,0,4.32,0,4.18
ENSMUSG00000102663,1.79,0,0,0,0,0.99,0,0
ENSMUSG00000104023,0,1.64,0,1.13,0.57,1.41,0,1.37
ENSMUSG00000074877,0,0,0,0,0,0,0,0
ENSMUSG00000097252,0,0.8,0.62,0.18,0.19,0.61,0.38,0.74
ENSMUSG00000102666,1.09,0,0,0,0.74,0,0,0
ENSMUSG00000103396,2.24,0,0,0,0,0,0,0
ENSMUSG00000103815,1.19,0.13,0,0.09,0.18,0.29,0,0.35
ENSMUSG00000098189,3.63,0.5,0,0,0.35,0.57,0,0.28
ENSMUSG00000103465,0,0,0,0,2.11,0,0,0
ENSMUSG00000103279,0,2.85,0,0.66,0.67,0,0,1.59
ENSMUSG00000103859,0,0,0,0,0,0,0,0
ENSMUSG00000098869,0,0,0,0,0,0,0,0
ENSMUSG00000103078,0.97,0.93,0,0,0.65,0.54,0,0
ENSMUSG00000084752,3.31,0,0,2.19,0,0,0,0
ENSMUSG00000027790,0.54,0.77,0,0.4,0.5,0.41,0.09,0.39
ENSMUSG00000102753,0,0,0,0.36,0,0,0,0
ENSMUSG00000048304,0.52,0.79,0,0.41,0,0.23,0.47,0.11
ENSMUSG00000103428,1.29,0,0,1.71,0.43,0,0.15,0
ENSMUSG00000077050,13.64,13.07,0,0,0,2.51,0,0
ENSMUSG00000102916,0.94,1.8,0,0.31,0.32,0,0,0
ENSMUSG00000088794,0,0,0,0,0,0,0,0
ENSMUSG00000102820,0.81,2.33,0,0,1.63,0,0,0
ENSMUSG00000102362,2.95,0.94,0,0.87,2.42,0.36,0,0.35
ENSMUSG00000027792,1.19,0.85,0.08,0.74,0.8,0.2,0,0.32
ENSMUSG00000102859,0.93,0.89,0,0.31,0,0.77,0,0
ENSMUSG00000104096,0.2,1.35,0,1.47,0,0,0,0.11
ENSMUSG00000096400,1.52,0,0,0,0,3.35,1.39,0
ENSMUSG00000104227,1.07,1.03,0,0,0,4.15,0,0
ENSMUSG00000102809,7.2,0,0,0,0.54,1.33,0,0
ENSMUSG00000102420,2.25,0.22,0,0.45,0.3,0.62,0,0
ENSMUSG00000034151,3.63,3.63,0,1.09,0.44,0.64,0.53,0.79
ENSMUSG00000034139,0.35,1.36,0,1.17,0.48,0,0.49,0
ENSMUSG00000104301,0.36,1.04,0.2,0.48,0.85,0.75,0.08,0.68
ENSMUSG00000103444,2.31,0,0,0,0,0.85,0,1.03
ENSMUSG00000027835,15.15,21.84,19.9,16.57,14.41,17.48,14.01,15.92
ENSMUSG00000027834,0.96,0.66,1.16,1.14,1.2,1.06,0.44,0.59
ENSMUSG00000102625,0.75,0.36,0,0.41,0,0.55,0.23,0.13
ENSMUSG00000099370,0.57,0.55,0,0.19,0,0,0,0
ENSMUSG00000102188,2.93,0,0,2.58,0,0,0,0
